Ordem Pedido;Loja;Tempo de Entrega;Devolução
139;SnapDeal;8;Não
529;Físico;;Não
1000;Físico;;Não
1694;Físico;;Não
146;Físico;;Não
1050;GittiGidiyor;10;Não
147;Físico;;Não
1700;Físico;;Não
154;Físico;;Não
731;Físico;;Não
159;Físico;;Sim
648;Les Mousquetaires;17;Sim
168;Físico;;Sim
169;Físico;;Não
764;Físico;;Não
519;Físico;;Não
170;HomeDepot;4;Não
174;Físico;;Não
1113;Físico;;Não
1274;Físico;;Não
177;Físico;;Não
178;Físico;;Não
181;E.Leclerc;10;Não
183;Físico;;Não
1473;Físico;;Não
977;GittiGidiyor;12;Não
1539;Físico;;Não
184;Físico;;Não
185;Físico;;Não
414;Físico;;Não
187;Físico;;Não
849;Físico;;Não
1022;Amazon;13;Não
191;Físico;;Não
427;Físico;;Não
192;Edeka;14;Não
193;Físico;;Não
1474;Físico;;Não
195;Físico;;Sim
360;Físico;;Não
1272;Físico;;Não
199;Físico;;Não
1584;Físico;;Não
1353;Físico;;Não
203;Rewe;10;Não
205;Físico;;Não
675;Físico;;Não
209;Físico;;Não
325;HomeDepot;25;Não
210;Físico;;Não
299;Físico;;Não
724;Físico;;Não
212;Físico;;Não
578;Físico;;Não
213;Físico;;Não
215;Físico;;Não
1021;Alibaba;10;Não
216;Físico;;Não
484;Físico;;Não
964;Craiglist;1;Não
225;Físico;;Não
468;Físico;;Não
233;Walmart;11;Não
726;Físico;;Não
896;Físico;;Não
236;Físico;;Não
628;Físico;;Não
1429;Físico;;Sim
1545;Físico;;Sim
237;Físico;;Não
240;Físico;;Não
244;Físico;;Não
1225;Físico;;Não
245;Wish;7;Não
813;Físico;;Não
247;Físico;;Não
249;Físico;;Não
1550;Físico;;Não
863;E.Leclerc;8;Não
254;Físico;;Não
264;eBay;14;Não
571;Físico;;Não
674;Lazada;22;Não
1745;Físico;;Não
609;Amazon;8;Não
265;Físico;;Não
451;Físico;;Não
606;Amazon;8;Sim
903;AliExpress;1;Não
268;Físico;;Sim
902;Les Mousquetaires;10;Não
1401;eshop europa;10;Não
1436;Físico;;Não
269;Físico;;Não
271;Físico;;Não
1418;Físico;;Não
907;Físico;;Não
1069;Físico;;Não
1503;Amazon;16;Não
1422;Aldi;10;Não
277;Físico;;Não
1452;Rakuten;10;Não
856;Físico;;Não
1135;Físico;;Não
282;Físico;;Sim
836;Físico;;Não
1689;Físico;;Não
284;Físico;;Não
288;Físico;;Não
812;Físico;;Sim
906;Físico;;Não
557;Físico;;Não
743;Físico;;Não
1176;Físico;;Não
291;Físico;;Não
294;Físico;;Não
738;Físico;;Não
295;Físico;;Não
296;Físico;;Sim
370;Físico;;Não
1057;Físico;;Não
1651;Físico;;Não
302;Físico;;Não
305;Target;19;Não
565;Físico;;Não
869;Físico;;Não
973;Físico;;Não
1023;Físico;;Não
1326;Físico;;Sim
311;Físico;;Não
319;Físico;;Não
323;Físico;;Não
824;Físico;;Sim
671;Físico;;Não
1047;Físico;;Não
1378;Físico;;Não
717;Físico;;Não
326;Físico;;Não
331;Flipkart;16;Não
734;Edeka;7;Não
332;Físico;;Não
1623;Físico;;Sim
1684;Físico;;Não
338;Físico;;Não
339;Físico;;Não
340;Wish;10;Não
553;Físico;;Não
1077;Físico;;Não
344;Físico;;Não
1575;Físico;;Não
788;Físico;;Sim
851;Físico;;Sim
1765;Físico;;Não
1710;Físico;;Não
488;Físico;;Não
354;Físico;;Sim
363;Físico;;Não
1044;Físico;;Sim
1005;Físico;;Não
367;Físico;;Não
753;Les Mousquetaires;16;Não
368;Físico;;Não
1601;Físico;;Não
938;Físico;;Não
944;Físico;;Sim
1609;Físico;;Não
378;Físico;;Não
1029;Físico;;Não
1448;Físico;;Não
384;Físico;;Não
984;Físico;;Não
387;Físico;;Não
1634;Rewe;7;Não
391;Físico;;Não
1292;Físico;;Não
393;Alibaba;4;Não
574;Físico;;Não
418;Físico;;Não
795;Físico;;Não
396;Walmart;14;Não
664;BestBuy;4;Sim
399;Físico;;Sim
690;Físico;;Não
842;Físico;;Sim
1137;Físico;;Não
1295;Físico;;Sim
401;Físico;;Não
1590;BestBuy;10;Não
854;Físico;;Não
1230;Wish;8;Não
1477;Físico;;Não
404;Físico;;Não
599;Físico;;Não
409;Físico;;Não
1179;Walmart;16;Não
410;Físico;;Não
893;Físico;;Não
1484;Físico;;Não
701;Físico;;Não
1721;Físico;;Não
566;Físico;;Não
1768;Físico;;Sim
1126;Físico;;Sim
419;Físico;;Não
865;Walmart;17;Não
1442;Físico;;Não
420;Físico;;Não
779;Físico;;Sim
638;Físico;;Não
424;Físico;;Não
1567;Físico;;Não
735;Físico;;Não
1261;Físico;;Não
807;Físico;;Não
433;Físico;;Não
434;Físico;;Não
1411;Físico;;Não
1606;BestBuy;6;Não
436;Físico;;Não
437;Físico;;Não
438;Físico;;Não
611;Físico;;Não
806;Físico;;Não
441;Físico;;Não
444;Físico;;Não
1620;Físico;;Não
1713;Rakuten;8;Não
447;Físico;;Não
452;Físico;;Não
741;Físico;;Não
455;Físico;;Não
1166;Físico;;Não
1523;Físico;;Não
459;Flipkart;11;Não
463;Físico;;Não
1313;Físico;;Não
1040;Físico;;Não
466;Físico;;Não
1108;Físico;;Não
1614;Físico;;Sim
1156;Físico;;Não
1447;Físico;;Não
1385;Físico;;Não
1561;Físico;;Não
492;Físico;;Não
1676;BestBuy;5;Não
499;Físico;;Não
501;Físico;;Não
1187;Físico;;Não
974;Físico;;Não
1375;Walmart;14;Não
1060;Wish;13;Não
506;Físico;;Não
1233;eBay;26;Não
509;Físico;;Sim
798;Físico;;Não
1688;Físico;;Não
511;Físico;;Não
1556;Físico;;Não
514;Físico;;Não
1617;Físico;;Não
515;Físico;;Não
516;Físico;;Não
527;Rewe;12;Sim
1306;Físico;;Não
570;Físico;;Não
526;Físico;;Não
532;Físico;;Não
1211;Físico;;Não
1506;Físico;;Não
925;AliExpress;6;Não
1205;TaooMall;8;Não
548;Físico;;Não
559;Físico;;Não
1359;Físico;;Não
1708;Físico;;Não
563;Físico;;Não
612;Físico;;Não
1341;Físico;;Sim
1106;Físico;;Não
1449;Físico;;Não
579;Físico;;Não
1740;Físico;;Não
582;Físico;;Não
1310;Físico;;Sim
593;Físico;;Não
1013;Físico;;Não
594;Físico;;Sim
598;Físico;;Não
904;Físico;;Não
608;Físico;;Não
616;Físico;;Não
715;Físico;;Não
1319;Físico;;Sim
632;Físico;;Não
642;Target;19;Não
645;Físico;;Não
646;Físico;;Não
1131;Físico;;Não
1333;Físico;;Não
875;Físico;;Não
655;Físico;;Não
1644;Físico;;Não
659;Físico;;Sim
1724;Físico;;Não
663;Físico;;Não
1491;Físico;;Não
665;HomeDepot;21;Não
1712;Aldi;12;Não
803;Qoo10;22;Não
1569;Físico;;Não
1660;Físico;;Não
676;Físico;;Não
678;Lowe's;10;Não
1128;Físico;;Não
1355;Físico;;Não
1735;Físico;;Não
684;Físico;;Não
687;Físico;;Sim
692;Físico;;Não
705;Físico;;Não
1759;Físico;;Não
711;Físico;;Não
962;Físico;;Não
716;Físico;;Não
1591;Físico;;Não
1268;Físico;;Não
1722;Físico;;Sim
732;Físico;;Não
1450;Físico;;Não
1428;Físico;;Não
1169;Físico;;Sim
792;Físico;;Não
1201;Físico;;Não
747;Físico;;Não
750;eBay;7;Não
766;Físico;;Sim
751;Físico;;Não
1219;Físico;;Não
1542;Kaola;19;Não
1264;Físico;;Não
1622;GittiGidiyor;8;Não
926;Físico;;Sim
1564;Kaola;9;Não
769;Físico;;Não
773;Físico;;Não
775;Físico;;Não
1287;Target;8;Sim
776;Físico;;Sim
778;Físico;;Não
1690;Físico;;Não
784;Físico;;Não
1664;Físico;;Não
1417;Schwarz;30;Não
796;Carrefour;10;Não
1020;Físico;;Não
1062;Físico;;Não
833;Físico;;Não
1461;Físico;;Sim
1455;Físico;;Não
817;Físico;;Não
818;Físico;;Não
1529;Físico;;Sim
1669;Físico;;Não
1714;Físico;;Não
831;Físico;;Não
839;Físico;;Não
1074;Físico;;Não
846;Físico;;Sim
1391;Físico;;Não
848;Lazada;26;Não
1465;Físico;;Não
1250;Físico;;Não
897;Físico;;Sim
1026;Físico;;Não
987;Físico;;Não
1104;Físico;;Não
927;Físico;;Não
1717;Físico;;Não
950;Físico;;Não
1612;Físico;;Não
1641;Físico;;Não
971;Físico;;Não
975;SnapDeal;11;Não
1267;Físico;;Não
994;Físico;;Não
999;Rakuten;7;Não
1185;Físico;;Não
1367;Físico;;Não
1289;Flipkart;18;Não
1162;Físico;;Não
1008;Físico;;Não
1019;Físico;;Não
1585;Físico;;Não
1504;Físico;;Não
1052;Físico;;Não
1746;Físico;;Não
1058;Físico;;Não
1303;eshop europa;12;Não
1607;Físico;;Não
1192;Físico;;Não
1076;Físico;;Não
1625;TaooMall;9;Não
1281;Físico;;Não
1686;Físico;;Sim
1090;Físico;;Não
1300;Físico;;Não
1105;Físico;;Sim
1486;Físico;;Não
1120;Físico;;Não
1125;Aldi;10;Não
1140;Físico;;Não
1680;Físico;;Não
1143;Físico;;Não
1362;Carrefour;9;Não
1172;Físico;;Não
1189;Físico;;Não
1181;Físico;;Não
1200;Físico;;Não
1215;eshop europa;9;Não
1271;Físico;;Não
1227;Físico;;Não
1427;Físico;;Não
1239;Físico;;Não
1249;Físico;;Não
1251;Físico;;Não
1392;eBay;14;Não
1598;Físico;;Não
1321;Físico;;Não
1360;Físico;;Não
1687;Físico;;Não
1682;Rakuten;8;Não
1382;Físico;;Não
1723;Físico;;Não
1653;Tesco;10;Sim
1608;Físico;;Não
1646;Carrefour;9;Não
1407;Físico;;Não
1728;Físico;;Não
1489;AliExpress;10;Não
1507;Físico;;Não
1696;Físico;;Não
1709;Físico;;Não
1762;Físico;;Não
1549;Físico;;Não
1576;Schwarz;26;Não
1610;Físico;;Não
1744;Físico;;Não
1719;Físico;;Não
1773;Físico;;Não
1774;Físico;;Não
1776;Craiglist;7;Não
1777;Físico;;Não
1778;Físico;;Não
1780;Físico;;Não
1785;Físico;;Não
1786;Tesco;10;Não
1788;Físico;;Não
1789;Físico;;Não
1792;Lazada;18;Não
1793;Físico;;Não
1795;Físico;;Não
1796;Flipkart;10;Não
1801;BestBuy;4;Sim
1803;Físico;;Não
1804;Físico;;Sim
1805;Físico;;Não
1807;Físico;;Não
1808;Físico;;Não
1809;Físico;;Não
1810;Físico;;Não
1811;Físico;;Não
1812;HomeDepot;14;Não
1814;Físico;;Não
1815;Físico;;Não
1817;Físico;;Não
1818;Físico;;Sim
1820;Físico;;Não
1821;Físico;;Não
1822;Físico;;Não
1823;Físico;;Não
1825;Físico;;Sim
1826;Físico;;Não
1829;Físico;;Sim
1831;HomeDepot;7;Não
1833;Físico;;Não
1834;Físico;;Não
1835;Físico;;Não
1836;Flipkart;16;Não
1837;Físico;;Não
1838;Etsy;17;Não
1842;Físico;;Não
1845;Físico;;Não
1846;Físico;;Não
1847;Físico;;Não
1848;Les Mousquetaires;9;Não
1849;Físico;;Não
1850;Físico;;Não
1851;Físico;;Não
1852;Físico;;Não
1854;Físico;;Não
1855;Físico;;Não
1856;Físico;;Não
1857;Físico;;Não
1858;Físico;;Não
1859;Físico;;Sim
1860;SnapDeal;7;Não
1863;Físico;;Não
1864;Físico;;Não
1865;Físico;;Não
1866;Físico;;Não
1867;Físico;;Não
1868;Físico;;Não
1870;Les Mousquetaires;10;Sim
1872;Físico;;Sim
1874;Físico;;Não
1875;Rewe;11;Não
1876;Físico;;Não
1877;Físico;;Não
1879;Físico;;Sim
1881;Físico;;Não
1883;Físico;;Não
1885;Físico;;Não
1887;Físico;;Não
1891;Físico;;Não
1892;Físico;;Não
1893;Físico;;Não
1894;Físico;;Não
1896;Físico;;Não
1897;Físico;;Não
1899;Físico;;Sim
1901;Aldi;8;Não
1902;Físico;;Não
1903;Físico;;Não
1904;Físico;;Não
1905;Físico;;Sim
1908;Físico;;Sim
1909;Físico;;Não
1910;Físico;;Sim
1911;Físico;;Não
1916;Físico;;Sim
1917;Físico;;Sim
1918;Físico;;Não
1919;Físico;;Não
1924;Físico;;Não
1925;Físico;;Não
1926;Físico;;Não
1927;BestBuy;9;Não
1928;Físico;;Sim
1929;Físico;;Não
1930;Físico;;Sim
1931;Físico;;Não
1933;Físico;;Não
1935;Físico;;Não
1936;Físico;;Não
1941;Físico;;Não
1943;Físico;;Não
1944;Físico;;Não
1945;Físico;;Sim
1948;Físico;;Não
1950;Amazon;9;Não
1953;Físico;;Não
1954;Físico;;Não
1955;Schwarz;1;Não
1956;Físico;;Sim
1957;Físico;;Não
1958;Carrefour;7;Não
1961;Físico;;Não
1962;Físico;;Não
1963;Físico;;Não
1965;Físico;;Sim
1966;Físico;;Não
1967;Edeka;10;Sim
1968;Físico;;Não
1969;Físico;;Não
1971;Físico;;Não
1972;Lazada;7;Não
1973;Físico;;Não
1974;Físico;;Não
1977;Físico;;Não
1978;Físico;;Não
1981;Físico;;Não
1982;Físico;;Não
1983;Físico;;Sim
1984;Craiglist;1;Não
1985;Físico;;Não
1986;Físico;;Não
1988;Físico;;Não
1989;TaooMall;10;Não
1991;Físico;;Não
1992;Físico;;Não
1993;Físico;;Não
1994;Físico;;Não
1997;Físico;;Não
1998;Físico;;Não
1999;Físico;;Não
2000;Físico;;Não
2002;Alibaba;2;Não
2003;Físico;;Não
2004;Físico;;Sim
2005;Físico;;Não
2006;Físico;;Não
2007;Físico;;Não
2008;Físico;;Sim
2009;Físico;;Não
2010;Físico;;Não
2011;Físico;;Não
2012;Kaola;9;Não
2013;Físico;;Não
2014;Físico;;Não
2015;Físico;;Não
2017;Físico;;Não
2018;Físico;;Não
2019;Físico;;Não
2024;Rakuten;10;Não
2025;Físico;;Não
2026;Físico;;Não
2029;Físico;;Não
2030;Físico;;Sim
2031;Físico;;Não
2032;Físico;;Não
2034;Físico;;Não
2036;Físico;;Não
2038;Físico;;Não
2039;Físico;;Sim
2040;Físico;;Não
2041;SnapDeal;7;Não
2042;Físico;;Não
2043;Físico;;Não
2044;Físico;;Não
2047;Físico;;Não
2048;Físico;;Não
2050;Físico;;Não
2054;Físico;;Não
2055;Físico;;Não
2056;Físico;;Não
2057;Físico;;Sim
2058;Físico;;Sim
2059;Físico;;Não
2060;Físico;;Não
2061;Físico;;Sim
2062;Físico;;Não
2063;Físico;;Não
2064;Físico;;Não
2065;Craiglist;8;Não
2066;Físico;;Não
2067;Físico;;Não
2068;Físico;;Não
2071;E.Leclerc;19;Não
2072;Físico;;Não
2073;Físico;;Não
2075;Físico;;Não
2077;Físico;;Não
2078;Físico;;Sim
2079;Físico;;Sim
2080;Físico;;Não
2081;Físico;;Não
2083;Físico;;Não
2084;Físico;;Não
2086;Físico;;Não
2087;Físico;;Não
2090;Físico;;Não
2091;Físico;;Não
2092;Amazon;12;Sim
2093;Físico;;Não
2094;Físico;;Não
2095;Físico;;Não
2096;Físico;;Não
2097;Físico;;Não
2098;Físico;;Não
2101;Físico;;Não
2103;Físico;;Não
2104;Físico;;Não
2105;Qoo10;27;Não
2106;Les Mousquetaires;13;Não
2107;Físico;;Não
2108;Físico;;Não
2111;Físico;;Não
2112;Físico;;Não
2113;Físico;;Não
2114;Físico;;Não
2116;Físico;;Sim
2118;Físico;;Não
2119;Físico;;Não
2120;E.Leclerc;16;Não
2121;Físico;;Não
2122;Físico;;Não
2125;Físico;;Não
2126;Físico;;Não
2127;Físico;;Não
2129;Físico;;Não
2131;Físico;;Sim
2133;Físico;;Não
2134;Físico;;Sim
2136;Físico;;Não
2137;Tesco;15;Não
2138;Físico;;Não
2142;Físico;;Não
2144;Físico;;Não
2145;Físico;;Não
2146;Físico;;Não
2147;Físico;;Não
2148;Físico;;Não
2152;Físico;;Não
2153;Físico;;Não
2156;AliExpress;4;Não
2158;Físico;;Não
2159;Físico;;Não
2160;Físico;;Não
2161;Físico;;Não
2163;Físico;;Não
2164;Físico;;Sim
2166;Físico;;Não
2168;Físico;;Não
2169;Físico;;Não
2170;Físico;;Não
2171;Físico;;Não
2172;Físico;;Não
2174;Físico;;Não
2175;Rewe;8;Sim
2177;Qoo10;8;Não
2178;Físico;;Não
2179;Físico;;Não
2180;Físico;;Sim
2182;Etsy;26;Não
2184;Físico;;Não
2185;Lazada;8;Não
2186;Físico;;Não
2187;BestBuy;8;Não
2188;Físico;;Não
2189;Físico;;Não
2191;Físico;;Não
2193;Físico;;Não
2194;Físico;;Não
2195;Físico;;Não
2198;Físico;;Não
2199;Físico;;Não
2200;Físico;;Não
2201;Físico;;Não
2203;Físico;;Não
2204;Schwarz;14;Não
2205;Físico;;Não
2207;Lowe's;17;Não
2209;Físico;;Não
2211;Físico;;Não
2215;Físico;;Não
2217;Físico;;Não
2218;Físico;;Não
2219;Físico;;Não
2220;Físico;;Não
2221;Físico;;Não
2222;Físico;;Não
2223;Físico;;Não
2224;Físico;;Não
2225;Físico;;Não
2226;Físico;;Não
2227;Físico;;Sim
2228;Amazon;15;Não
2229;Físico;;Não
2231;Físico;;Não
2232;Target;17;Não
2233;Físico;;Não
2234;Físico;;Não
2235;Físico;;Sim
2236;Físico;;Não
2237;Físico;;Sim
2238;Físico;;Não
2239;Físico;;Não
2240;Físico;;Não
2243;Físico;;Não
2244;Físico;;Não
2245;Físico;;Não
2247;Físico;;Não
2248;Físico;;Não
2250;Físico;;Não
2252;Físico;;Não
2253;Amazon;18;Não
2254;Físico;;Não
2257;Físico;;Não
2258;Físico;;Não
2259;Físico;;Não
2260;Físico;;Não
2264;Físico;;Não
2267;Físico;;Não
2268;Físico;;Não
2269;Físico;;Sim
2270;Flipkart;10;Não
2271;Etsy;15;Não
2272;Físico;;Não
2273;Físico;;Sim
2277;Físico;;Não
2278;Físico;;Não
2279;Físico;;Não
2280;Físico;;Não
2281;Físico;;Não
2282;Físico;;Não
2283;Walmart;15;Não
2286;Físico;;Não
2287;Físico;;Não
2288;Físico;;Não
2289;Físico;;Não
2290;Físico;;Não
2292;Físico;;Não
2293;Físico;;Não
2294;Físico;;Não
2295;Físico;;Não
2296;Físico;;Não
2298;Físico;;Não
2299;Físico;;Não
2300;Físico;;Não
2301;Físico;;Sim
2302;Físico;;Sim
2303;Físico;;Sim
2304;Físico;;Não
2305;Físico;;Não
2306;Físico;;Não
2307;Físico;;Não
2308;Físico;;Não
2310;Físico;;Não
2311;Físico;;Não
2316;Físico;;Não
2317;Carrefour;11;Não
2318;Físico;;Não
2320;Físico;;Não
2321;Físico;;Não
2325;Kaola;11;Não
2327;Físico;;Não
2328;Físico;;Não
2329;Físico;;Não
2330;Físico;;Não
2332;Físico;;Não
2333;Físico;;Não
2334;Físico;;Não
2335;Físico;;Não
2339;Físico;;Não
2340;Físico;;Não
2341;Físico;;Não
2344;Físico;;Sim
2345;Físico;;Não
2346;Físico;;Não
2349;Etsy;6;Sim
2350;Físico;;Não
2351;Físico;;Não
2352;Físico;;Não
2354;Físico;;Não
2355;Físico;;Não
2358;Físico;;Não
2359;Físico;;Não
2360;Físico;;Não
2363;Físico;;Sim
2368;Físico;;Não
2369;Físico;;Sim
2370;Físico;;Sim
2372;Tesco;16;Não
2374;Físico;;Não
2375;Físico;;Não
2376;Físico;;Não
2377;Físico;;Não
2378;Qoo10;15;Não
2379;Físico;;Não
2382;Edeka;8;Não
2384;Físico;;Não
2385;Físico;;Não
2388;Kaola;11;Não
2389;Físico;;Não
2390;Físico;;Não
2391;Físico;;Sim
2392;Físico;;Não
2393;Edeka;25;Não
2394;Físico;;Não
2396;Edeka;17;Não
2397;Físico;;Não
2398;Físico;;Não
2400;Físico;;Não
2401;Físico;;Não
2402;Físico;;Não
2403;Físico;;Não
2405;Wish;8;Não
2406;Físico;;Não
2407;Físico;;Não
2408;Físico;;Não
2411;Físico;;Não
2412;Físico;;Não
2415;Físico;;Não
2416;Físico;;Não
2418;Físico;;Não
2419;Físico;;Não
2420;Físico;;Não
2421;Físico;;Não
2422;Físico;;Não
2423;BestBuy;3;Não
2424;Físico;;Não
2425;Físico;;Não
2428;Físico;;Não
2429;Físico;;Não
2430;Físico;;Não
2431;Físico;;Não
2433;Físico;;Não
2435;Físico;;Não
2436;Físico;;Sim
2438;Físico;;Não
2439;Físico;;Não
2440;Físico;;Não
2442;Qoo10;12;Não
2443;Kaola;8;Não
2445;Físico;;Não
2446;Físico;;Sim
2448;Físico;;Não
2450;Físico;;Não
2451;Físico;;Não
2452;Físico;;Não
2453;Físico;;Não
2456;Físico;;Não
2458;Físico;;Não
2460;Físico;;Não
2463;Físico;;Não
2467;Físico;;Não
2469;Físico;;Não
2471;Físico;;Sim
2472;Físico;;Não
2474;Físico;;Não
2475;Físico;;Não
2476;Físico;;Não
2477;Físico;;Não
2478;Físico;;Não
2482;Wish;11;Não
2483;Qoo10;18;Não
2484;Físico;;Não
2487;Schwarz;22;Não
2489;Físico;;Não
2490;Físico;;Não
2491;Físico;;Não
2492;Aldi;12;Não
2493;Físico;;Não
2494;Físico;;Não
2495;Físico;;Não
2496;Físico;;Não
2497;Físico;;Não
2500;Físico;;Sim
2501;Físico;;Não
2502;Físico;;Não
2503;Físico;;Não
2504;Físico;;Não
2505;Físico;;Não
2506;Físico;;Não
2507;Físico;;Não
2509;Físico;;Não
2510;Físico;;Não
2512;Físico;;Não
2514;Físico;;Não
2515;Físico;;Não
2518;Físico;;Não
2519;Físico;;Não
2520;Físico;;Não
2521;Físico;;Não
2523;Físico;;Não
2524;Físico;;Não
2526;Físico;;Sim
2528;Físico;;Sim
2529;Amazon;18;Não
2531;Físico;;Não
2532;Físico;;Sim
2534;Físico;;Não
2536;Físico;;Não
2537;Físico;;Não
2539;Alibaba;8;Não
2541;Físico;;Não
2542;Flipkart;9;Não
2544;Kaola;19;Não
2545;Físico;;Não
2546;Físico;;Sim
2547;Físico;;Não
2548;Físico;;Sim
2549;Físico;;Não
2551;Físico;;Não
2554;Físico;;Não
2556;Físico;;Não
2557;Físico;;Não
2558;Físico;;Não
2559;Físico;;Não
2561;Físico;;Não
2562;Carrefour;13;Não
2563;Qoo10;7;Não
2564;Físico;;Não
2565;Físico;;Não
2567;Físico;;Não
2568;Físico;;Não
2569;Carrefour;10;Não
2572;Físico;;Não
2573;Tesco;16;Não
2575;Físico;;Não
2576;Físico;;Sim
2577;Físico;;Não
2578;Físico;;Não
2579;HomeDepot;24;Não
2584;Físico;;Não
2588;Físico;;Não
2589;Físico;;Não
2590;Físico;;Não
2591;Físico;;Não
2592;Físico;;Não
2593;Físico;;Não
2594;Físico;;Não
2596;Físico;;Sim
2597;Físico;;Não
2598;Walmart;16;Não
2601;Físico;;Não
2602;Físico;;Sim
2606;Target;14;Não
2607;Físico;;Não
2613;Físico;;Não
2614;Físico;;Não
2616;Físico;;Não
2618;Físico;;Não
2619;Físico;;Não
2620;Físico;;Sim
2623;Físico;;Não
2628;Físico;;Não
2629;Edeka;19;Não
2630;Físico;;Não
2631;Físico;;Não
2633;Físico;;Não
2634;Físico;;Não
2636;Físico;;Não
2638;Físico;;Não
2641;Físico;;Não
2642;Físico;;Não
2643;Físico;;Não
2644;Físico;;Não
2645;Físico;;Não
2649;Físico;;Não
2651;eshop europa;8;Não
2652;Físico;;Não
2653;Físico;;Não
2655;Físico;;Não
2656;Físico;;Não
2657;Físico;;Não
2659;BestBuy;8;Não
2660;Físico;;Não
2661;Físico;;Sim
2662;Físico;;Não
2666;Físico;;Não
2667;Físico;;Não
2669;Físico;;Sim
2670;Físico;;Não
2671;Tesco;18;Não
2673;Físico;;Não
2675;Tesco;14;Não
2676;Físico;;Não
2677;eBay;12;Não
2678;Rakuten;8;Não
2679;AliExpress;7;Não
2683;Carrefour;7;Não
2684;Físico;;Não
2685;Físico;;Não
2687;Físico;;Não
2689;Físico;;Não
2690;Físico;;Sim
2691;Físico;;Não
2693;Físico;;Não
2694;Físico;;Não
2696;Físico;;Sim
2698;Físico;;Não
2699;SnapDeal;10;Não
2700;Físico;;Não
2701;Físico;;Não
2703;Físico;;Não
2704;Físico;;Não
2705;Físico;;Não
2707;Físico;;Não
2708;Físico;;Não
2709;GittiGidiyor;7;Não
2711;Físico;;Não
2712;Físico;;Não
2713;Físico;;Sim
2715;Físico;;Sim
2716;Físico;;Não
2717;Físico;;Não
2718;Craiglist;2;Não
2719;Físico;;Não
2720;GittiGidiyor;12;Não
2721;Físico;;Não
2722;Físico;;Não
2723;Físico;;Não
2724;Físico;;Não
2725;Físico;;Não
2726;Físico;;Não
2729;Físico;;Não
2730;Físico;;Não
2732;Físico;;Não
2733;Físico;;Não
2734;Físico;;Não
2736;Físico;;Não
2737;Físico;;Não
2739;Físico;;Não
2743;Físico;;Não
2745;Físico;;Não
2747;Físico;;Sim
2750;Físico;;Não
2752;Lazada;21;Não
2753;Físico;;Não
2754;Físico;;Não
2755;Físico;;Sim
2757;Físico;;Não
2758;Físico;;Sim
2759;Físico;;Não
2760;Físico;;Não
2761;Físico;;Não
2762;Kaola;16;Sim
2763;eshop europa;12;Não
2764;Físico;;Não
2765;Físico;;Não
2766;Físico;;Não
2768;SnapDeal;12;Não
2772;Físico;;Sim
2773;Físico;;Não
2774;Físico;;Não
2777;Físico;;Não
2778;Físico;;Sim
2780;eshop europa;11;Não
2781;Físico;;Não
2782;Físico;;Não
2783;Físico;;Não
2785;Físico;;Não
2786;Físico;;Não
2787;Físico;;Não
2788;Físico;;Não
2791;Físico;;Não
2792;Físico;;Não
2794;Físico;;Não
2795;Físico;;Não
2796;Físico;;Não
2797;Físico;;Não
2799;Físico;;Sim
2800;Físico;;Sim
2801;Físico;;Não
2802;Físico;;Não
2803;Físico;;Não
2804;Físico;;Não
2805;Físico;;Não
2806;SnapDeal;11;Não
2807;Físico;;Sim
